ProductID,ProductName,UnitCost,Category,Brand
84854,GIRLY PINK TOOL SET,4.95,Miscellaneous,Hahn-Sullivan
22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1.95,Miscellaneous,Cordova and Sons
82567,"AIRLINE LOUNGE,METAL SIGN",2.1,Miscellaneous,"Reyes, Medina and Patterson"
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,1.25,Miscellaneous,Avila-Curtis
22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,1.25,Miscellaneous,Anderson Group
22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,1.25,Miscellaneous,Bradley-Smith
71270,PHOTO CLIP LINE,1.25,Miscellaneous,Olson-Garcia
22262,FELT EGG COSY CHICKEN,0.85,Miscellaneous,Mcbride-Harris
22637,PIGGY BANK RETROSPOT ,2.55,Miscellaneous,Williams-Simmons
21934,SKULL SHOULDER BAG,1.65,Miscellaneous,Powell-Mathews
21169,YOU'RE CONFUSING ME METAL SIGN ,1.69,Miscellaneous,Rowe-Brooks
21166,COOK WITH WINE METAL SIGN ,1.95,Miscellaneous,"Adams, Ramirez and Glover"
21175,GIN + TONIC DIET METAL SIGN,2.1,Miscellaneous,Novak-Grant
37444A,YELLOW BREAKFAST CUP AND SAUCER,2.95,Miscellaneous,"Curtis, Russell and Stone"
37444C,PINK BREAKFAST CUP AND SAUCER ,2.95,Miscellaneous,"Massey, Garcia and Kelly"
22086,PAPER CHAIN KIT 50'S CHRISTMAS ,2.95,Miscellaneous,Davis PLC
22083,PAPER CHAIN KIT RETROSPOT,2.95,Miscellaneous,Navarro-Allen
84971S,SMALL HEART FLOWERS HOOK ,0.85,Miscellaneous,"Bell, Guerrero and Dudley"
47580,TEA TIME DES TEA COSY,2.55,Miscellaneous,"Levy, Best and Williams"
22261,FELT EGG COSY WHITE RABBIT ,0.85,Miscellaneous,Martin Ltd
84832,ZINC WILLIE WINKIE  CANDLE STICK,0.85,Miscellaneous,Gibson-Delacruz
22644,CERAMIC CHERRY CAKE MONEY BANK,1.45,Miscellaneous,Castillo-Moore
21533,RETROSPOT LARGE MILK JUG,4.95,Miscellaneous,Rivera and Sons
21557,SET OF 6 FUNKY BEAKERS,2.95,Miscellaneous,Johnson-Montgomery
15056BL,EDWARDIAN PARASOL BLACK,5.95,Miscellaneous,"Gonzales, Tran and Campbell"
15056N,EDWARDIAN PARASOL NATURAL,5.95,Miscellaneous,Harris-Bradley
22646,CERAMIC STRAWBERRY CAKE MONEY BANK,1.45,Miscellaneous,"Atkins, Lee and Galvan"
22176,BLUE OWL SOFT TOY,2.95,Toys & Games,"Rose, Moreno and Reed"
22438,BALLOON ART MAKE YOUR OWN FLOWERS,1.95,Miscellaneous,Barber PLC
22778,GLASS CLOCHE SMALL,3.95,Miscellaneous,Richards-Matthews
22719,GUMBALL MONOCHROME COAT RACK,1.06,Miscellaneous,Benitez-Patterson
21523,DOORMAT FANCY FONT HOME SWEET HOME,6.75,Miscellaneous,Gonzalez-Goodman
D,Discount,27.5,Miscellaneous,"Garrett, Johnson and Hammond"
21912,VINTAGE SNAKES & LADDERS,3.75,Miscellaneous,"Parker, Fletcher and Garcia"
21832,CHOCOLATE CALCULATOR,1.65,Miscellaneous,Morris Group
22379,RECYCLING BAG RETROSPOT ,2.1,Miscellaneous,"Holloway, Chavez and Marshall"
22381,TOY TIDY PINK POLKADOT,1.85,Toys & Games,Fitzgerald-Decker
22798,ANTIQUE GLASS DRESSING TABLE POT,2.95,Clothing,"Green, Vega and Larsen"
22926,IVORY GIANT GARDEN THERMOMETER,5.95,Miscellaneous,Thompson-York
22839,3 TIER CAKE TIN GREEN AND CREAM,14.95,Miscellaneous,Ferguson-Green
22838,3 TIER CAKE TIN RED AND CREAM,14.95,Miscellaneous,Alexander Ltd
22783,SET 3 WICKER OVAL BASKETS W LIDS,16.95,Miscellaneous,"Edwards, Richards and Richardson"
35004C,SET OF 3 COLOURED  FLYING DUCKS,4.65,Miscellaneous,"Bailey, Anderson and Villegas"
82484,WOOD BLACK BOARD ANT WHITE FINISH,6.45,Miscellaneous,"Jackson, Owens and Ross"
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,0.65,Miscellaneous,Wise-Conrad
22464,HANGING METAL HEART LANTERN,1.65,Miscellaneous,Mathis Group
21324,HANGING MEDINA LANTERN SMALL,2.95,Miscellaneous,"Coleman, Harrison and Frederick"
22457,NATURAL SLATE HEART CHALKBOARD ,2.95,Miscellaneous,"Herrera, Mccoy and Tucker"
22469,HEART OF WICKER SMALL,1.45,Miscellaneous,"Robinson, Brown and Berry"
22470,HEART OF WICKER LARGE,2.55,Miscellaneous,"Johnson, Owens and Hart"
22224,WHITE LOVEBIRD LANTERN,2.95,Miscellaneous,"Adams, Reyes and Sharp"
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,12.75,Miscellaneous,Duffy and Sons
22189,CREAM HEART CARD HOLDER,3.95,Miscellaneous,"Valdez, Black and Hill"
22427,ENAMEL FLOWER JUG CREAM,5.95,Miscellaneous,"Scott, Hudson and Flynn"
22428,ENAMEL FIRE BUCKET CREAM,6.95,Miscellaneous,Burke Ltd
22424,ENAMEL BREAD BIN CREAM,10.95,Miscellaneous,Richardson-Hughes
22783,SET 3 WICKER OVAL BASKETS W LIDS,19.95,Miscellaneous,Lopez-Hernandez
22663,JUMBO BAG DOLLY GIRL DESIGN,1.95,Miscellaneous,Rivera and Sons
85049A,TRADITIONAL CHRISTMAS RIBBONS,1.25,Miscellaneous,Johnson-Bray
22168,ORGANISER WOOD ANTIQUE WHITE ,8.5,Miscellaneous,Pierce-Gamble
22662,LUNCH BAG DOLLY GIRL DESIGN,1.65,Miscellaneous,Todd Group
84880,WHITE WIRE EGG HOLDER,4.95,Miscellaneous,"Ho, Reed and Sanders"
85099C,JUMBO  BAG BAROQUE BLACK WHITE,1.65,Miscellaneous,"Watkins, Hall and Miller"
85099B,JUMBO BAG RED RETROSPOT,1.65,Miscellaneous,Lee Ltd
79321,CHILLI LIGHTS,3.82,Miscellaneous,Smith Group
22780,LIGHT GARLAND BUTTERFILES PINK,3.37,Miscellaneous,"Diaz, Combs and Chapman"
22779,WOODEN OWLS LIGHT GARLAND ,3.37,Miscellaneous,"Mccarty, Houston and Mitchell"
22466,FAIRY TALE COTTAGE NIGHTLIGHT,1.45,Miscellaneous,Montgomery PLC
21731,RED TOADSTOOL LED NIGHT LIGHT,1.25,Miscellaneous,Flores-Peck
21523,DOORMAT FANCY FONT HOME SWEET HOME,7.95,Miscellaneous,Ramirez-Madden
21363,HOME SMALL WOOD LETTERS,4.95,Miscellaneous,"Perez, Zhang and Frazier"
21411,GINGHAM HEART  DOORSTOP RED,4.25,Miscellaneous,Davenport-Lewis
22318,FIVE HEART HANGING DECORATION,2.95,Miscellaneous,Archer Ltd
22915,ASSORTED BOTTLE TOP  MAGNETS ,0.42,Miscellaneous,Woods LLC
22922,FRIDGE MAGNETS US DINER ASSORTED,0.85,Miscellaneous,"Chan, Freeman and Mccoy"
22969,HOMEMADE JAM SCENTED CANDLES,1.45,Miscellaneous,Johnson Group
22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,0.85,Miscellaneous,"Miller, Levine and Mcclure"
21115,ROSE CARAVAN DOORSTOP,6.75,Miscellaneous,Mora-Gross
22469,HEART OF WICKER SMALL,1.65,Miscellaneous,Bailey-Hill
22242,5 HOOK HANGER MAGIC TOADSTOOL,1.65,Miscellaneous,"Larson, Hill and Walker"
22941,CHRISTMAS LIGHTS 10 REINDEER,8.5,Miscellaneous,Howard-Torres
21622,VINTAGE UNION JACK CUSHION COVER,4.95,Miscellaneous,Patel PLC
35004C,SET OF 3 COLOURED  FLYING DUCKS,5.45,Miscellaneous,"Mata, Villa and Castro"
35004G,SET OF 3 GOLD FLYING DUCKS,6.35,Miscellaneous,Gibson and Sons
85014B,RED RETROSPOT UMBRELLA,5.95,Miscellaneous,"Martinez, Jackson and Scott"
85014A,BLACK/BLUE POLKADOT UMBRELLA,5.95,Miscellaneous,Martinez Group
22193,RED DINER WALL CLOCK,8.5,Miscellaneous,"Johnson, Chavez and Mayer"
22192,BLUE DINER WALL CLOCK,8.5,Miscellaneous,"Evans, Alexander and Decker"
22191,IVORY DINER WALL CLOCK,8.5,Miscellaneous,"Adams, Callahan and Gonzalez"
22195,LARGE HEART MEASURING SPOONS,1.65,Miscellaneous,"Schultz, Rogers and Davidson"
22196,SMALL HEART MEASURING SPOONS,0.85,Miscellaneous,White LLC
22960,JAM MAKING SET WITH JARS,3.75,Miscellaneous,Thompson Inc
22962,JAM JAR WITH PINK LID,0.72,Miscellaneous,Dougherty-Crane
22963,JAM JAR WITH GREEN LID,0.72,Miscellaneous,Chavez and Sons
22968,ROSE COTTAGE KEEPSAKE BOX ,8.5,Miscellaneous,Bean-Williams
84970S,HANGING HEART ZINC T-LIGHT HOLDER,0.64,Miscellaneous,King and Sons
22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,2.55,Miscellaneous,Rivera-Norton
20668,DISCO BALL CHRISTMAS DECORATION,0.1,Miscellaneous,Reese Ltd
22197,SMALL POPCORN HOLDER,0.72,Miscellaneous,"Smith, Walker and Hanna"
22198,LARGE POPCORN HOLDER ,1.45,Miscellaneous,Smith Inc
21533,RETROSPOT LARGE MILK JUG,4.25,Miscellaneous,Hill-Garcia
21080,SET/20 RED RETROSPOT PAPER NAPKINS ,0.64,Miscellaneous,Moore Inc
21094,SET/6 RED SPOTTY PAPER PLATES,0.64,Miscellaneous,Hunt-Turner
21086,SET/6 RED SPOTTY PAPER CUPS,0.65,Miscellaneous,"Andrade, Holmes and Holland"
21786,POLKADOT RAIN HAT ,0.32,Miscellaneous,"Powell, Jenkins and Rogers"
22654,DELUXE SEWING KIT ,4.95,Miscellaneous,Mccarthy LLC
21485,RETROSPOT HEART HOT WATER BOTTLE,4.25,Miscellaneous,Johnson-West
84030E,ENGLISH ROSE HOT WATER BOTTLE,3.75,Miscellaneous,Jones and Sons
22174,PHOTO CUBE,1.48,Miscellaneous,Larson-Santos
22969,HOMEMADE JAM SCENTED CANDLES,1.25,Miscellaneous,Vaughn Group
22556,PLASTERS IN TIN CIRCUS PARADE ,1.65,Miscellaneous,"Smith, Fleming and Valdez"
21984,PACK OF 12 PINK PAISLEY TISSUES ,0.29,Miscellaneous,"Glover, Jackson and Hall"
21983,PACK OF 12 BLUE PAISLEY TISSUES ,0.29,Miscellaneous,Peters Group
21980,PACK OF 12 RED RETROSPOT TISSUES ,0.29,Miscellaneous,"Wagner, Lewis and Jones"
21484,CHICK GREY HOT WATER BOTTLE,3.45,Miscellaneous,Anderson Group
22557,PLASTERS IN TIN VINTAGE PAISLEY ,1.65,Miscellaneous,"Warren, Scott and Garcia"
22553,PLASTERS IN TIN SKULLS,1.65,Miscellaneous,"Mosley, Yu and Bush"
22150,3 STRIPEY MICE FELTCRAFT,1.95,Miscellaneous,"Sullivan, Wheeler and Greer"
22619,SET OF 6 SOLDIER SKITTLES,3.75,Miscellaneous,Garcia-Rangel
21891,TRADITIONAL WOODEN SKIPPING ROPE,1.25,Miscellaneous,"Everett, Kline and Hammond"
21889,WOODEN BOX OF DOMINOES,1.25,Miscellaneous,"Curtis, Potter and Stanley"
22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,165.0,Miscellaneous,White and Sons
22127,PARTY CONES CARNIVAL ASSORTED,1.25,Miscellaneous,Robinson-Calderon
22128,PARTY CONES CANDY ASSORTED,1.25,Miscellaneous,"Flores, Bryant and Hernandez"
22502,PICNIC BASKET WICKER SMALL,5.95,Miscellaneous,"Smith, Wilson and Bryant"
22338,STAR DECORATION PAINTED ZINC ,0.65,Miscellaneous,Hernandez-Taylor
22180,RETROSPOT LAMP,9.95,Miscellaneous,Williams Ltd
21506,"FANCY FONT BIRTHDAY CARD, ",0.42,Miscellaneous,Kerr and Sons
22866,HAND WARMER SCOTTY DOG DESIGN,1.85,Miscellaneous,"Johnson, Stone and Carter"
22865,HAND WARMER OWL DESIGN,1.85,Miscellaneous,Taylor-Jefferson
22632,HAND WARMER RED RETROSPOT,1.85,Miscellaneous,Hawkins-Bowers
21485,RETROSPOT HEART HOT WATER BOTTLE,4.95,Miscellaneous,King-Rodriguez
22349,DOG BOWL CHASING BALL DESIGN,3.75,Miscellaneous,Pena-Parker
22558,CLOTHES PEGS RETROSPOT PACK 24 ,1.25,Miscellaneous,Hoover-Tucker
85152,HAND OVER THE CHOCOLATE   SIGN ,2.1,Miscellaneous,White-Kramer
22652,TRAVEL SEWING KIT,1.65,Miscellaneous,"Martinez, Morse and Norman"
22188,BLACK HEART CARD HOLDER,3.95,Miscellaneous,"Weaver, Williams and Campbell"
21212,PACK OF 72 RETROSPOT CAKE CASES,0.55,Miscellaneous,Nelson Inc
21314,SMALL GLASS HEART TRINKET POT,2.1,Miscellaneous,Herman-Duran
22730,ALARM CLOCK BAKELIKE IVORY,3.75,Miscellaneous,Kennedy-Gibson
22729,ALARM CLOCK BAKELIKE ORANGE,3.75,Miscellaneous,Jackson-Rice
22114,HOT WATER BOTTLE TEA AND SYMPATHY,3.95,Miscellaneous,Herrera LLC
22867,HAND WARMER BIRD DESIGN,2.1,Miscellaneous,"Hernandez, Frye and Lee"
22866,HAND WARMER SCOTTY DOG DESIGN,2.1,Miscellaneous,"Williams, Hinton and Myers"
15056BL,EDWARDIAN PARASOL BLACK,4.95,Miscellaneous,Bryant-Yu
22803,IVORY EMBROIDERED QUILT ,35.75,Miscellaneous,Gray Ltd
35004B,SET OF 3 BLACK FLYING DUCKS,4.65,Miscellaneous,"Ballard, Lane and Barajas"
21844,RED RETROSPOT MUG,2.95,Miscellaneous,Whitney Group
22468,BABUSHKA LIGHTS STRING OF 10,6.75,Miscellaneous,"Phillips, Davis and Miller"
22752,SET 7 BABUSHKA NESTING BOXES,8.5,Miscellaneous,Holland-Boone
48185,DOORMAT FAIRY CAKE,7.95,Miscellaneous,Cruz PLC
22632,HAND WARMER RED RETROSPOT,2.1,Miscellaneous,Nelson-Pace
22865,HAND WARMER OWL DESIGN,2.1,Miscellaneous,Fry-Carson
21232,STRAWBERRY CERAMIC TRINKET BOX,1.25,Miscellaneous,Miller PLC
22064,PINK DOUGHNUT TRINKET POT ,1.65,Miscellaneous,Thornton Group
22449,SILK PURSE BABUSHKA PINK,3.35,Miscellaneous,Thompson and Sons
22835,HOT WATER BOTTLE I AM SO POORLY,4.65,Miscellaneous,Erickson Ltd
22112,CHOCOLATE HOT WATER BOTTLE,4.95,Miscellaneous,Russell-Brown
21479,WHITE SKULL HOT WATER BOTTLE ,3.75,Miscellaneous,"Moran, Johnson and Johnson"
22111,SCOTTIE DOG HOT WATER BOTTLE,4.95,Miscellaneous,Mora-Wells
22110,BIRD HOUSE HOT WATER BOTTLE,2.55,Miscellaneous,Pearson Inc
22098,BOUDOIR SQUARE TISSUE BOX,1.25,Miscellaneous,Ward Inc
22100,SKULLS SQUARE TISSUE BOX,1.25,Miscellaneous,"Smith, Soto and Alvarez"
22766,PHOTO FRAME CORNICE,2.95,Miscellaneous,"Le, Mccall and Nicholson"
22451,SILK PURSE BABUSHKA RED,3.35,Miscellaneous,"Mueller, Harper and Combs"
22549,PICTURE DOMINOES,1.45,Miscellaneous,Dixon-Montes
84744,S/6 SEW ON CROCHET FLOWERS,1.25,Miscellaneous,Gonzalez Inc
85049E,SCANDINAVIAN REDS RIBBONS,1.25,Miscellaneous,Lozano Group
21328,BALLOONS  WRITING SET ,1.65,Miscellaneous,"Campbell, Murphy and Arias"
17091A,LAVENDER INCENSE IN TIN,1.25,Miscellaneous,"Thompson, Johnston and Stephenson"
22473,TV DINNER TRAY VINTAGE PAISLEY,4.95,Miscellaneous,Roman-Brown
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,3.75,Miscellaneous,"Henderson, Gallegos and Hernandez"
84510A,SET OF 4 ENGLISH ROSE COASTERS,1.25,Miscellaneous,Harrison-Fletcher
22767,TRIPLE PHOTO FRAME CORNICE ,9.95,Miscellaneous,"Stevens, Myers and Wells"
22768,FAMILY PHOTO FRAME CORNICE,9.95,Miscellaneous,Taylor-Schultz
21463,MIRRORED DISCO BALL ,5.95,Miscellaneous,Pineda-Holmes
21464,DISCO BALL ROTATOR BATTERY OPERATED,4.25,Miscellaneous,"Lee, Weaver and Ryan"
20820,SILVER LOOKING MIRROR,4.95,Miscellaneous,Kim Group
85150,LADIES & GENTLEMEN METAL SIGN,2.55,Miscellaneous,Stevens-Kelly
22117,METAL SIGN HER DINNER IS SERVED ,2.95,Miscellaneous,"Parker, Johnson and Clark"
48129,DOORMAT TOPIARY,7.95,Miscellaneous,Brown-Alvarez
82580,BATHROOM METAL SIGN,0.55,Miscellaneous,Carlson-Shaw
82578,KITCHEN METAL SIGN,0.55,Miscellaneous,Shelton PLC
82581,TOILET METAL SIGN,0.55,Miscellaneous,Mcintyre-Robinson
22413,METAL SIGN TAKE IT OR LEAVE IT ,2.95,Miscellaneous,Harris PLC
21907,I'M ON HOLIDAY METAL SIGN,2.1,Miscellaneous,Harrington-Cook
22441,GROW YOUR OWN BASIL IN ENAMEL MUG,2.1,Miscellaneous,Hughes-Hines
21122,SET/10 PINK POLKADOT PARTY CANDLES,1.25,Miscellaneous,Shepherd-Holt
22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,0.85,Miscellaneous,Rojas LLC
22810,SET OF 6 T-LIGHTS SNOWMEN,2.95,Miscellaneous,"Villa, Kramer and Barker"
22809,SET OF 6 T-LIGHTS SANTA,2.95,Miscellaneous,Ward Group
22435,SET OF 9 HEART SHAPED BALLOONS,1.25,Miscellaneous,Aguirre PLC
20966,SANDWICH BATH SPONGE,1.25,Miscellaneous,Walker-Moss
20963,APPLE BATH SPONGE,1.25,Miscellaneous,"King, Chen and Brown"
20961,STRAWBERRY BATH SPONGE ,1.25,Miscellaneous,"Jimenez, Howard and Wiggins"
22068,BLACK PIRATE TREASURE CHEST,1.65,Miscellaneous,Wilson Inc
21743,STAR PORTABLE TABLE LIGHT ,2.95,Miscellaneous,Bowman-Oconnell
21744,SNOWFLAKE PORTABLE TABLE LIGHT ,2.95,Miscellaneous,Johnson-Holland
84709B,PINK OVAL JEWELLED MIRROR,5.95,Miscellaneous,Reynolds-Harper
21592,RETROSPOT CIGAR BOX MATCHES ,1.25,Miscellaneous,Nichols Ltd
21587,COSY HOUR GIANT TUBE MATCHES,2.55,Miscellaneous,Mcdonald Ltd
20992,JAZZ HEARTS PURSE NOTEBOOK,0.85,Books,Jones-Garner
85123A,WHITE HANGING HEART T-LIGHT HOLDER,2.95,Miscellaneous,Lopez Inc
22804,CANDLEHOLDER PINK HANGING HEART,2.95,Miscellaneous,Harris-Mejia
82483,WOOD 2 DRAWER CABINET WHITE FINISH,5.95,Miscellaneous,Gray Ltd
20749,ASSORTED COLOUR MINI CASES,7.95,Miscellaneous,Brown Ltd
22382,LUNCH BAG SPACEBOY DESIGN ,1.65,Miscellaneous,Webb and Sons
20726,LUNCH BAG WOODLAND,1.65,Miscellaneous,Valdez-Ruiz
22384,LUNCH BAG PINK POLKADOT,1.65,Miscellaneous,Jackson-Phillips
22467,GUMBALL COAT RACK,2.55,Miscellaneous,Mcintyre and Sons
84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,2.95,Miscellaneous,"Reed, Kelly and Fletcher"
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,2.95,Miscellaneous,"King, Campbell and Alexander"
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,2.55,Miscellaneous,Leon and Sons
22848,BREAD BIN DINER STYLE PINK,16.95,Miscellaneous,"Miller, Smith and Harris"
47570B,TEA TIME TABLE CLOTH,10.65,Miscellaneous,Davila Inc
84030E,ENGLISH ROSE HOT WATER BOTTLE,4.25,Miscellaneous,"Davis, Arnold and Harrington"
22837,HOT WATER BOTTLE BABUSHKA ,4.25,Miscellaneous,"Evans, Brown and Wilson"
22867,HAND WARMER BIRD DESIGN,1.85,Miscellaneous,Richardson PLC
POST,POSTAGE,15.0,Miscellaneous,Frye-Stevenson
