ProductID,ProductName,UnitCost,Category,Brand
35004C,SET OF 3 COLOURED  FLYING DUCKS,4.65,Miscellaneous,Smith-Brown
82484,WOOD BLACK BOARD ANT WHITE FINISH,6.45,Miscellaneous,Mack-Wilson
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,0.65,Miscellaneous,Gill Inc
22464,HANGING METAL HEART LANTERN,1.65,Miscellaneous,"Gardner, Smith and Holloway"
21324,HANGING MEDINA LANTERN SMALL,2.95,Miscellaneous,Pineda-Newman
22457,NATURAL SLATE HEART CHALKBOARD ,2.95,Miscellaneous,Jennings-Hughes
22469,HEART OF WICKER SMALL,1.45,Miscellaneous,"Young, Henry and Wright"
22470,HEART OF WICKER LARGE,2.55,Miscellaneous,"Gibson, Calhoun and Hernandez"
22224,WHITE LOVEBIRD LANTERN,2.95,Miscellaneous,"Suarez, Walker and Mitchell"
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,12.75,Miscellaneous,"Thompson, Coffey and Kidd"
22189,CREAM HEART CARD HOLDER,3.95,Miscellaneous,Richardson Inc
22427,ENAMEL FLOWER JUG CREAM,5.95,Miscellaneous,Trujillo-Thomas
22428,ENAMEL FIRE BUCKET CREAM,6.95,Miscellaneous,Jenkins-Hobbs
22424,ENAMEL BREAD BIN CREAM,10.95,Miscellaneous,Archer and Sons
22783,SET 3 WICKER OVAL BASKETS W LIDS,19.95,Miscellaneous,"Gomez, Mcmahon and Fisher"
22663,JUMBO BAG DOLLY GIRL DESIGN,1.95,Miscellaneous,Murray-Chavez
85049A,TRADITIONAL CHRISTMAS RIBBONS,1.25,Miscellaneous,Ford-Morgan
22168,ORGANISER WOOD ANTIQUE WHITE ,8.5,Miscellaneous,"Ross, Cummings and Harris"
22662,LUNCH BAG DOLLY GIRL DESIGN,1.65,Miscellaneous,Marquez PLC
84880,WHITE WIRE EGG HOLDER,4.95,Miscellaneous,Gould Ltd
85099C,JUMBO  BAG BAROQUE BLACK WHITE,1.65,Miscellaneous,"Mueller, Cox and Ford"
85099B,JUMBO BAG RED RETROSPOT,1.65,Miscellaneous,Brooks-Parker
79321,CHILLI LIGHTS,3.82,Miscellaneous,Thomas-Rodriguez
22780,LIGHT GARLAND BUTTERFILES PINK,3.37,Miscellaneous,"Chavez, Conway and Sosa"
22779,WOODEN OWLS LIGHT GARLAND ,3.37,Miscellaneous,"Jenkins, Gonzalez and Morgan"
22466,FAIRY TALE COTTAGE NIGHTLIGHT,1.45,Miscellaneous,Keller PLC
21731,RED TOADSTOOL LED NIGHT LIGHT,1.25,Miscellaneous,White-Ramos
21523,DOORMAT FANCY FONT HOME SWEET HOME,7.95,Miscellaneous,"Clark, Bradley and Jackson"
21363,HOME SMALL WOOD LETTERS,4.95,Miscellaneous,"Becker, Hammond and Davidson"
21411,GINGHAM HEART  DOORSTOP RED,4.25,Miscellaneous,"Casey, Gonzalez and Jenkins"
22318,FIVE HEART HANGING DECORATION,2.95,Miscellaneous,Sanchez-Rodgers
22915,ASSORTED BOTTLE TOP  MAGNETS ,0.42,Miscellaneous,Stewart-Fitzpatrick
22922,FRIDGE MAGNETS US DINER ASSORTED,0.85,Miscellaneous,"Schmidt, Fuller and Johnson"
22969,HOMEMADE JAM SCENTED CANDLES,1.45,Miscellaneous,Buchanan Inc
22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,0.85,Miscellaneous,Smith Inc
21115,ROSE CARAVAN DOORSTOP,6.75,Miscellaneous,Phelps-Edwards
22469,HEART OF WICKER SMALL,1.65,Miscellaneous,Harris-Hernandez
22242,5 HOOK HANGER MAGIC TOADSTOOL,1.65,Miscellaneous,Parker Inc
22941,CHRISTMAS LIGHTS 10 REINDEER,8.5,Miscellaneous,Hanson-Stewart
21622,VINTAGE UNION JACK CUSHION COVER,4.95,Miscellaneous,Alvarez-Padilla
35004C,SET OF 3 COLOURED  FLYING DUCKS,5.45,Miscellaneous,Turner-Lang
35004G,SET OF 3 GOLD FLYING DUCKS,6.35,Miscellaneous,Lester and Sons
85014B,RED RETROSPOT UMBRELLA,5.95,Miscellaneous,Perry PLC
85014A,BLACK/BLUE POLKADOT UMBRELLA,5.95,Miscellaneous,"Ortiz, Hoffman and Fuller"
22193,RED DINER WALL CLOCK,8.5,Miscellaneous,"Lucero, Vaughn and Mckee"
22192,BLUE DINER WALL CLOCK,8.5,Miscellaneous,Beck and Sons
22191,IVORY DINER WALL CLOCK,8.5,Miscellaneous,Davis-Williams
22195,LARGE HEART MEASURING SPOONS,1.65,Miscellaneous,Kennedy-Woods
22196,SMALL HEART MEASURING SPOONS,0.85,Miscellaneous,Willis LLC
22960,JAM MAKING SET WITH JARS,3.75,Miscellaneous,Richards-White
22962,JAM JAR WITH PINK LID,0.72,Miscellaneous,Waller Ltd
22963,JAM JAR WITH GREEN LID,0.72,Miscellaneous,"Cooper, Morgan and Miller"
22968,ROSE COTTAGE KEEPSAKE BOX ,8.5,Miscellaneous,Jones-Taylor
84970S,HANGING HEART ZINC T-LIGHT HOLDER,0.64,Miscellaneous,Byrd-Rangel
22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,2.55,Miscellaneous,Haney Ltd
20668,DISCO BALL CHRISTMAS DECORATION,0.1,Miscellaneous,Nixon LLC
22197,SMALL POPCORN HOLDER,0.72,Miscellaneous,Dawson-Rush
22198,LARGE POPCORN HOLDER ,1.45,Miscellaneous,Gomez Group
21533,RETROSPOT LARGE MILK JUG,4.25,Miscellaneous,Howell PLC
21080,SET/20 RED RETROSPOT PAPER NAPKINS ,0.64,Miscellaneous,Frey-Diaz
21094,SET/6 RED SPOTTY PAPER PLATES,0.64,Miscellaneous,Lee-Ramirez
21086,SET/6 RED SPOTTY PAPER CUPS,0.65,Miscellaneous,"Strong, Johnson and Flores"
21786,POLKADOT RAIN HAT ,0.32,Miscellaneous,Williams and Sons
22654,DELUXE SEWING KIT ,4.95,Miscellaneous,"Parker, Cole and Hamilton"
21485,RETROSPOT HEART HOT WATER BOTTLE,4.25,Miscellaneous,Nelson Ltd
84030E,ENGLISH ROSE HOT WATER BOTTLE,3.75,Miscellaneous,Hopkins-Cook
22174,PHOTO CUBE,1.48,Miscellaneous,Anderson PLC
22969,HOMEMADE JAM SCENTED CANDLES,1.25,Miscellaneous,Navarro Inc
22556,PLASTERS IN TIN CIRCUS PARADE ,1.65,Miscellaneous,James-Conway
21984,PACK OF 12 PINK PAISLEY TISSUES ,0.29,Miscellaneous,Price-Dominguez
21983,PACK OF 12 BLUE PAISLEY TISSUES ,0.29,Miscellaneous,Terry-Rogers
21980,PACK OF 12 RED RETROSPOT TISSUES ,0.29,Miscellaneous,"Nash, Mueller and Russell"
21484,CHICK GREY HOT WATER BOTTLE,3.45,Miscellaneous,Anderson-Reed
22557,PLASTERS IN TIN VINTAGE PAISLEY ,1.65,Miscellaneous,Tran-Burns
22553,PLASTERS IN TIN SKULLS,1.65,Miscellaneous,Miller-Cole
22150,3 STRIPEY MICE FELTCRAFT,1.95,Miscellaneous,"Miller, Wade and Flores"
22619,SET OF 6 SOLDIER SKITTLES,3.75,Miscellaneous,"Huang, Johnson and Anderson"
21891,TRADITIONAL WOODEN SKIPPING ROPE,1.25,Miscellaneous,Sanchez and Sons
21889,WOODEN BOX OF DOMINOES,1.25,Miscellaneous,Brown-Armstrong
22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,165.0,Miscellaneous,Maxwell Inc
22127,PARTY CONES CARNIVAL ASSORTED,1.25,Miscellaneous,Sharp Ltd
22128,PARTY CONES CANDY ASSORTED,1.25,Miscellaneous,Berg-Williamson
22502,PICNIC BASKET WICKER SMALL,5.95,Miscellaneous,Aguilar Group
22338,STAR DECORATION PAINTED ZINC ,0.65,Miscellaneous,"Marks, Hartman and Rodriguez"
22180,RETROSPOT LAMP,9.95,Miscellaneous,Brown and Sons
21506,"FANCY FONT BIRTHDAY CARD, ",0.42,Miscellaneous,Hardin Inc
22866,HAND WARMER SCOTTY DOG DESIGN,1.85,Miscellaneous,Davis Inc
22865,HAND WARMER OWL DESIGN,1.85,Miscellaneous,Hamilton Ltd
22632,HAND WARMER RED RETROSPOT,1.85,Miscellaneous,Clark Ltd
21485,RETROSPOT HEART HOT WATER BOTTLE,4.95,Miscellaneous,Hughes Ltd
22349,DOG BOWL CHASING BALL DESIGN,3.75,Miscellaneous,"Lee, Roth and Erickson"
22558,CLOTHES PEGS RETROSPOT PACK 24 ,1.25,Miscellaneous,Jacobs-Lopez
85152,HAND OVER THE CHOCOLATE   SIGN ,2.1,Miscellaneous,Dennis-Vargas
22652,TRAVEL SEWING KIT,1.65,Miscellaneous,Ramos PLC
22188,BLACK HEART CARD HOLDER,3.95,Miscellaneous,Miller and Sons
21212,PACK OF 72 RETROSPOT CAKE CASES,0.55,Miscellaneous,Thomas-Weaver
21314,SMALL GLASS HEART TRINKET POT,2.1,Miscellaneous,Graves Ltd
22730,ALARM CLOCK BAKELIKE IVORY,3.75,Miscellaneous,Lopez LLC
22729,ALARM CLOCK BAKELIKE ORANGE,3.75,Miscellaneous,Martin Ltd
22114,HOT WATER BOTTLE TEA AND SYMPATHY,3.95,Miscellaneous,"Phillips, Gutierrez and Davidson"
22867,HAND WARMER BIRD DESIGN,2.1,Miscellaneous,Simmons LLC
22866,HAND WARMER SCOTTY DOG DESIGN,2.1,Miscellaneous,"Allen, Smith and Zamora"
15056BL,EDWARDIAN PARASOL BLACK,4.95,Miscellaneous,"King, Webster and Brown"
22803,IVORY EMBROIDERED QUILT ,35.75,Miscellaneous,Snyder Ltd
35004B,SET OF 3 BLACK FLYING DUCKS,4.65,Miscellaneous,Harvey Group
21844,RED RETROSPOT MUG,2.95,Miscellaneous,Craig Ltd
22468,BABUSHKA LIGHTS STRING OF 10,6.75,Miscellaneous,Smith-Garner
22752,SET 7 BABUSHKA NESTING BOXES,8.5,Miscellaneous,Flores LLC
48185,DOORMAT FAIRY CAKE,7.95,Miscellaneous,"Becker, Gregory and Jones"
22632,HAND WARMER RED RETROSPOT,2.1,Miscellaneous,Acosta-Flores
22865,HAND WARMER OWL DESIGN,2.1,Miscellaneous,Harmon-Castillo
21232,STRAWBERRY CERAMIC TRINKET BOX,1.25,Miscellaneous,Evans-Burns
22064,PINK DOUGHNUT TRINKET POT ,1.65,Miscellaneous,"Duarte, Lee and Matthews"
22449,SILK PURSE BABUSHKA PINK,3.35,Miscellaneous,Vazquez Group
22835,HOT WATER BOTTLE I AM SO POORLY,4.65,Miscellaneous,Hobbs-Nguyen
22112,CHOCOLATE HOT WATER BOTTLE,4.95,Miscellaneous,Ford-Nolan
21479,WHITE SKULL HOT WATER BOTTLE ,3.75,Miscellaneous,Hernandez-Rojas
22111,SCOTTIE DOG HOT WATER BOTTLE,4.95,Miscellaneous,Barnes-Johnson
22110,BIRD HOUSE HOT WATER BOTTLE,2.55,Miscellaneous,Kramer Group
22098,BOUDOIR SQUARE TISSUE BOX,1.25,Miscellaneous,"Hernandez, Diaz and Hamilton"
22100,SKULLS SQUARE TISSUE BOX,1.25,Miscellaneous,"Whitehead, Hernandez and Shah"
22766,PHOTO FRAME CORNICE,2.95,Miscellaneous,Davis Group
22451,SILK PURSE BABUSHKA RED,3.35,Miscellaneous,Hernandez-Rogers
22549,PICTURE DOMINOES,1.45,Miscellaneous,Crawford and Sons
84744,S/6 SEW ON CROCHET FLOWERS,1.25,Miscellaneous,Gallegos-Nash
85049E,SCANDINAVIAN REDS RIBBONS,1.25,Miscellaneous,Perez-Tucker
21328,BALLOONS  WRITING SET ,1.65,Miscellaneous,"Porter, Graham and York"
17091A,LAVENDER INCENSE IN TIN,1.25,Miscellaneous,Costa-Brown
22473,TV DINNER TRAY VINTAGE PAISLEY,4.95,Miscellaneous,Jones LLC
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,3.75,Miscellaneous,"Woods, Roberts and Young"
84510A,SET OF 4 ENGLISH ROSE COASTERS,1.25,Miscellaneous,Lara-Butler
22767,TRIPLE PHOTO FRAME CORNICE ,9.95,Miscellaneous,Frye Ltd
22768,FAMILY PHOTO FRAME CORNICE,9.95,Miscellaneous,Morgan LLC
21463,MIRRORED DISCO BALL ,5.95,Miscellaneous,"Montgomery, Carr and George"
21464,DISCO BALL ROTATOR BATTERY OPERATED,4.25,Miscellaneous,"Campbell, Hardy and Roman"
20820,SILVER LOOKING MIRROR,4.95,Miscellaneous,Wood Group
85150,LADIES & GENTLEMEN METAL SIGN,2.55,Miscellaneous,Smith LLC
22117,METAL SIGN HER DINNER IS SERVED ,2.95,Miscellaneous,Sanchez-Blackburn
48129,DOORMAT TOPIARY,7.95,Miscellaneous,"Hall, Wiggins and Edwards"
82580,BATHROOM METAL SIGN,0.55,Miscellaneous,Buchanan-Peters
82578,KITCHEN METAL SIGN,0.55,Miscellaneous,"Leon, Hale and Winters"
82581,TOILET METAL SIGN,0.55,Miscellaneous,Harrington-Armstrong
22413,METAL SIGN TAKE IT OR LEAVE IT ,2.95,Miscellaneous,Erickson PLC
21907,I'M ON HOLIDAY METAL SIGN,2.1,Miscellaneous,Li and Sons
22441,GROW YOUR OWN BASIL IN ENAMEL MUG,2.1,Miscellaneous,Elliott-Zamora
21122,SET/10 PINK POLKADOT PARTY CANDLES,1.25,Miscellaneous,Dixon-Davis
22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,0.85,Miscellaneous,Hanson Inc
22810,SET OF 6 T-LIGHTS SNOWMEN,2.95,Miscellaneous,"Henry, Morrison and Macdonald"
22809,SET OF 6 T-LIGHTS SANTA,2.95,Miscellaneous,"Adams, Cole and Waters"
22435,SET OF 9 HEART SHAPED BALLOONS,1.25,Miscellaneous,Joseph-Cox
20966,SANDWICH BATH SPONGE,1.25,Miscellaneous,Wells and Sons
20963,APPLE BATH SPONGE,1.25,Miscellaneous,"Smith, Kelly and Oliver"
20961,STRAWBERRY BATH SPONGE ,1.25,Miscellaneous,"Thomas, Nelson and Flores"
22068,BLACK PIRATE TREASURE CHEST,1.65,Miscellaneous,Jacobs-Herrera
21743,STAR PORTABLE TABLE LIGHT ,2.95,Miscellaneous,"Lopez, Bradshaw and Jacobs"
21744,SNOWFLAKE PORTABLE TABLE LIGHT ,2.95,Miscellaneous,Quinn-Moss
84709B,PINK OVAL JEWELLED MIRROR,5.95,Miscellaneous,Mills PLC
21592,RETROSPOT CIGAR BOX MATCHES ,1.25,Miscellaneous,Wright-Bennett
21587,COSY HOUR GIANT TUBE MATCHES,2.55,Miscellaneous,"Cardenas, Smith and Green"
20992,JAZZ HEARTS PURSE NOTEBOOK,0.85,Books,Phillips Inc
85123A,WHITE HANGING HEART T-LIGHT HOLDER,2.95,Miscellaneous,"Schneider, Fisher and Richardson"
22804,CANDLEHOLDER PINK HANGING HEART,2.95,Miscellaneous,Griffin Group
82483,WOOD 2 DRAWER CABINET WHITE FINISH,5.95,Miscellaneous,"Moore, Wallace and Edwards"
20749,ASSORTED COLOUR MINI CASES,7.95,Miscellaneous,Bryant-Gonzalez
22382,LUNCH BAG SPACEBOY DESIGN ,1.65,Miscellaneous,"Chavez, Martin and Anderson"
20726,LUNCH BAG WOODLAND,1.65,Miscellaneous,Martinez LLC
22384,LUNCH BAG PINK POLKADOT,1.65,Miscellaneous,"Woods, Thomas and Decker"
22467,GUMBALL COAT RACK,2.55,Miscellaneous,Pierce-Fuller
84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,2.95,Miscellaneous,"Nguyen, Thompson and Austin"
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,2.95,Miscellaneous,Schneider LLC
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,2.55,Miscellaneous,"Avila, Williams and Hunt"
22848,BREAD BIN DINER STYLE PINK,16.95,Miscellaneous,"Love, Anderson and Brown"
47570B,TEA TIME TABLE CLOTH,10.65,Miscellaneous,Taylor Inc
84030E,ENGLISH ROSE HOT WATER BOTTLE,4.25,Miscellaneous,"Martin, Reeves and Davis"
22837,HOT WATER BOTTLE BABUSHKA ,4.25,Miscellaneous,Compton-Morgan
22867,HAND WARMER BIRD DESIGN,1.85,Miscellaneous,Cooper-Jones
POST,POSTAGE,15.0,Miscellaneous,Gardner-Warren
22297,HEART IVORY TRELLIS SMALL,1.25,Miscellaneous,"Clarke, Neal and Kelley"
22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,1.25,Miscellaneous,Olsen Group
22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,1.25,Miscellaneous,Wilson LLC
